frame,t_seconds,ear,state,closed_frames
872,29.067,0.3207,awake,0
873,29.100,0.3214,awake,0
874,29.133,0.3238,awake,0
875,29.167,0.3160,awake,0
876,29.200,0.3205,awake,0
877,29.233,0.3288,awake,0
878,29.267,0.3227,awake,0
879,29.300,0.3234,awake,0
880,29.333,0.3198,awake,0
881,29.367,0.3229,awake,0
882,29.400,0.3270,awake,0
883,29.433,0.3201,awake,0
884,29.467,0.3245,awake,0
885,29.500,0.3160,awake,0
886,29.533,0.3217,awake,0
887,29.567,0.3229,awake,0
888,29.600,0.3161,awake,0
889,29.633,0.3234,awake,0
890,29.667,0.3161,awake,0
891,29.700,0.3154,awake,0
892,29.733,0.3185,awake,0
893,29.767,0.3260,awake,0
894,29.800,0.3193,awake,0
895,29.833,0.3216,awake,0
896,29.867,0.3148,awake,0
897,29.900,0.3178,awake,0
898,29.933,0.3125,awake,0
899,29.967,0.3147,awake,0
900,30.000,0.1701,awake,1
901,30.033,0.1663,awake,2
902,30.067,0.1720,awake,3
903,30.100,0.3151,awake,0
904,30.133,0.3148,awake,0
905,30.167,0.3205,awake,0
906,30.200,0.3124,awake,0
907,30.233,0.3087,awake,0
908,30.267,0.3196,awake,0
909,30.300,0.3157,awake,0
910,30.333,0.3051,awake,0
911,30.367,0.3136,awake,0
912,30.400,0.3114,awake,0
913,30.433,0.3197,awake,0
914,30.467,0.3094,awake,0
915,30.500,0.3096,awake,0
916,30.533,0.3079,awake,0
917,30.567,0.3070,awake,0
918,30.600,0.3080,awake,0
919,30.633,0.3047,awake,0
920,30.667,0.3059,awake,0
921,30.700,0.3032,awake,0
922,30.733,0.3032,awake,0
923,30.767,0.3025,awake,0
924,30.800,0.3063,awake,0
925,30.833,0.3052,awake,0
926,30.867,0.3026,awake,0
927,30.900,0.3090,awake,0
928,30.933,0.3064,awake,0
929,30.967,0.3045,awake,0
930,31.000,0.3039,awake,0
931,31.033,0.3117,awake,0
932,31.067,0.3058,awake,0
933,31.100,0.3063,awake,0
934,31.133,0.2936,awake,0
935,31.167,0.3009,awake,0
936,31.200,0.2943,awake,0
937,31.233,0.3008,awake,0
938,31.267,0.3036,awake,0
939,31.300,0.2989,awake,0
940,31.333,0.3032,awake,0
941,31.367,0.2966,awake,0
942,31.400,0.3025,awake,0
943,31.433,0.2935,awake,0
944,31.467,0.2982,awake,0
945,31.500,0.3005,awake,0
946,31.533,0.3005,awake,0
947,31.567,0.2974,awake,0
948,31.600,0.3052,awake,0
949,31.633,0.2953,awake,0
950,31.667,0.2947,awake,0
951,31.700,0.2850,awake,0
952,31.733,0.3027,awake,0
953,31.767,0.2937,awake,0
954,31.800,0.2900,awake,0
955,31.833,0.2995,awake,0
956,31.867,0.2987,awake,0
957,31.900,0.2938,awake,0
958,31.933,0.2872,awake,0
959,31.967,0.2942,awake,0
960,32.000,0.2896,awake,0
961,32.033,0.2869,awake,0
962,32.067,0.2954,awake,0
963,32.100,0.2823,awake,0
964,32.133,0.2926,awake,0
965,32.167,0.2918,awake,0
966,32.200,0.2978,awake,0
967,32.233,0.2905,awake,0
968,32.267,0.2805,awake,0
969,32.300,0.2851,awake,0
970,32.333,0.2883,awake,0
971,32.367,0.2891,awake,0
972,32.400,0.2912,awake,0
973,32.433,0.2791,awake,0
974,32.467,0.2853,awake,0
975,32.500,0.2901,awake,0
976,32.533,0.2921,awake,0
977,32.567,0.2930,awake,0
978,32.600,0.2837,awake,0
979,32.633,0.2893,awake,0
980,32.667,0.2915,awake,0
981,32.700,0.2891,awake,0
982,32.733,0.2870,awake,0
983,32.767,0.2871,awake,0
984,32.800,0.2804,awake,0
985,32.833,0.2775,awake,0
986,32.867,0.2869,awake,0
987,32.900,0.2814,awake,0
988,32.933,0.2824,awake,0
989,32.967,0.2800,awake,0
990,33.000,0.1305,awake,1
991,33.033,0.1328,awake,2
992,33.067,0.1276,awake,3
993,33.100,0.2818,awake,0
994,33.133,0.2823,awake,0
995,33.167,0.2809,awake,0
996,33.200,0.2781,awake,0
997,33.233,0.2840,awake,0
998,33.267,0.2882,awake,0
999,33.300,0.2782,awake,0
1000,33.333,0.2855,awake,0
1001,33.367,0.2840,awake,0
1002,33.400,0.2697,awake,0
1003,33.433,0.2772,awake,0
1004,33.467,0.2776,awake,0
1005,33.500,0.2833,awake,0
1006,33.533,0.2808,awake,0
1007,33.567,0.2819,awake,0
1008,33.600,0.2826,awake,0
1009,33.633,0.2764,awake,0
1010,33.667,0.2770,awake,0
1011,33.700,0.2751,awake,0
1012,33.733,0.2793,awake,0
1013,33.767,0.2796,awake,0
1014,33.800,0.2808,awake,0
1015,33.833,0.2772,awake,0
1016,33.867,0.2838,awake,0
1017,33.900,0.2840,awake,0
1018,33.933,0.2866,awake,0
1019,33.967,0.2833,awake,0
1020,34.000,0.2813,awake,0
1021,34.033,0.2834,awake,0
1022,34.067,0.2832,awake,0
1023,34.100,0.2783,awake,0
1024,34.133,0.2862,awake,0
1025,34.167,0.2881,awake,0
1026,34.200,0.2893,awake,0
1027,34.233,0.2817,awake,0
1028,34.267,0.2831,awake,0
1029,34.300,0.2836,awake,0
1030,34.333,0.2822,awake,0
1031,34.367,0.2849,awake,0
1032,34.400,0.2821,awake,0
1033,34.433,0.2821,awake,0
1034,34.467,0.2901,awake,0
1035,34.500,0.2840,awake,0
1036,34.533,0.2839,awake,0
1037,34.567,0.2874,awake,0
1038,34.600,0.2848,awake,0
1039,34.633,0.2856,awake,0
1040,34.667,0.2845,awake,0
1041,34.700,0.2802,awake,0
1042,34.733,0.2853,awake,0
1043,34.767,0.2812,awake,0
1044,34.800,0.2869,awake,0
1045,34.833,0.2817,awake,0
1046,34.867,0.2904,awake,0
1047,34.900,0.2901,awake,0
1048,34.933,0.2886,awake,0
1049,34.967,0.2874,awake,0
1050,35.000,0.1698,awake,1
1051,35.033,0.1607,awake,2
1052,35.067,0.1646,awake,3
1053,35.100,0.1687,awake,4
1054,35.133,0.1711,awake,5
1055,35.167,0.1698,awake,6
1056,35.200,0.1665,awake,7
1057,35.233,0.1715,awake,8
1058,35.267,0.1696,awake,9
1059,35.300,0.1675,awake,10
1060,35.333,0.1735,awake,11
1061,35.367,0.1718,awake,12
1062,35.400,0.1779,awake,13
1063,35.433,0.1762,awake,14
1064,35.467,0.1769,awake,15
1065,35.500,0.1757,awake,16
1066,35.533,0.1715,awake,17
1067,35.567,0.1716,awake,18
1068,35.600,0.1699,awake,19
1069,35.633,0.1878,drowsy,20
1070,35.667,0.1724,drowsy,21
1071,35.700,0.1763,drowsy,22
1072,35.733,0.1762,drowsy,23
1073,35.767,0.1770,drowsy,24
1074,35.800,0.1762,drowsy,25
1075,35.833,0.1715,drowsy,26
1076,35.867,0.1755,drowsy,27
1077,35.900,0.1744,drowsy,28
1078,35.933,0.1799,drowsy,29
1079,35.967,0.1781,drowsy,30
1080,36.000,0.0500,drowsy,31
1081,36.033,0.0500,drowsy,32
1082,36.067,0.0500,drowsy,33
1083,36.100,0.1865,drowsy,34
1084,36.133,0.1817,drowsy,35
1085,36.167,0.1846,drowsy,36
1086,36.200,0.1788,drowsy,37
1087,36.233,0.1872,drowsy,38
1088,36.267,0.1834,drowsy,39
1089,36.300,0.1871,drowsy,40
1090,36.333,0.1872,drowsy,41
1091,36.367,0.1857,drowsy,42
1092,36.400,0.1877,drowsy,43
1093,36.433,0.1857,drowsy,44
1094,36.467,0.1931,drowsy,45
1095,36.500,0.1918,drowsy,46
1096,36.533,0.1905,drowsy,47
1097,36.567,0.1842,drowsy,48
1098,36.600,0.1850,drowsy,49
1099,36.633,0.1871,drowsy,50
1100,36.667,0.1892,drowsy,51
1101,36.700,0.1924,drowsy,52
1102,36.733,0.1874,drowsy,53
1103,36.767,0.1961,drowsy,54
1104,36.800,0.1918,drowsy,55
1105,36.833,0.1841,drowsy,56
1106,36.867,0.1906,drowsy,57
1107,36.900,0.1825,drowsy,58
1108,36.933,0.1902,drowsy,59
1109,36.967,0.1913,drowsy,60
1110,37.000,0.1914,drowsy,61
1111,37.033,0.1929,drowsy,62
1112,37.067,0.1930,drowsy,63
1113,37.100,0.1925,drowsy,64
1114,37.133,0.2012,drowsy,65
1115,37.167,0.2003,drowsy,66
1116,37.200,0.1912,drowsy,67
1117,37.233,0.2011,drowsy,68
1118,37.267,0.1898,drowsy,69
1119,37.300,0.1933,drowsy,70
1120,37.333,0.2029,drowsy,71
1121,37.367,0.1881,drowsy,72
1122,37.400,0.1996,drowsy,73
1123,37.433,0.1925,drowsy,74
1124,37.467,0.1972,drowsy,75
1125,37.500,0.1973,drowsy,76
1126,37.533,0.2050,drowsy,77
1127,37.567,0.1951,drowsy,78
1128,37.600,0.1983,drowsy,79
1129,37.633,0.2012,drowsy,80
1130,37.667,0.1979,drowsy,81
1131,37.700,0.1957,drowsy,82
1132,37.733,0.1989,drowsy,83
1133,37.767,0.1997,drowsy,84
1134,37.800,0.2029,drowsy,85
1135,37.833,0.1957,drowsy,86
1136,37.867,0.1978,drowsy,87
1137,37.900,0.2010,drowsy,88
1138,37.933,0.1991,drowsy,89
1139,37.967,0.1991,drowsy,90
1140,38.000,0.1998,drowsy,91
1141,38.033,0.1972,drowsy,92
1142,38.067,0.1968,drowsy,93
1143,38.100,0.2018,drowsy,94
1144,38.133,0.1956,drowsy,95
1145,38.167,0.2047,drowsy,96
1146,38.200,0.2009,drowsy,97
1147,38.233,0.1949,drowsy,98
1148,38.267,0.2011,drowsy,99
1149,38.300,0.2006,drowsy,100
1150,38.333,0.2029,drowsy,101
1151,38.367,0.2044,drowsy,102
1152,38.400,0.1982,drowsy,103
1153,38.433,0.1968,drowsy,104
1154,38.467,0.1971,drowsy,105
1155,38.500,0.1955,drowsy,106
1156,38.533,0.1963,drowsy,107
1157,38.567,0.2003,drowsy,108
1158,38.600,0.1991,drowsy,109
1159,38.633,0.1969,drowsy,110
1160,38.667,0.1957,drowsy,111
1161,38.700,0.1999,drowsy,112
1162,38.733,0.1963,drowsy,113
1163,38.767,0.1940,drowsy,114
1164,38.800,0.1973,drowsy,115
1165,38.833,0.1967,drowsy,116
1166,38.867,0.1932,drowsy,117
1167,38.900,0.2006,drowsy,118
1168,38.933,0.2004,drowsy,119
1169,38.967,0.1970,drowsy,120
1170,39.000,0.0500,drowsy,121
1171,39.033,0.0500,drowsy,122
1172,39.067,0.0500,drowsy,123
1173,39.100,0.1993,drowsy,124
1174,39.133,0.2021,drowsy,125
1175,39.167,0.1954,drowsy,126
1176,39.200,0.1966,drowsy,127
1177,39.233,0.1980,drowsy,128
1178,39.267,0.1928,drowsy,129
1179,39.300,0.1893,drowsy,130
1180,39.333,0.1971,drowsy,131
1181,39.367,0.1869,drowsy,132
1182,39.400,0.2000,drowsy,133
1183,39.433,0.1959,drowsy,134
1184,39.467,0.1928,drowsy,135
1185,39.500,0.1919,drowsy,136
1186,39.533,0.1983,drowsy,137
1187,39.567,0.1871,drowsy,138
1188,39.600,0.1859,drowsy,139
1189,39.633,0.1877,drowsy,140
1190,39.667,0.1887,drowsy,141
1191,39.700,0.1853,drowsy,142
1192,39.733,0.1895,drowsy,143
1193,39.767,0.1890,drowsy,144
1194,39.800,0.1848,drowsy,145
1195,39.833,0.1940,drowsy,146
1196,39.867,0.1816,drowsy,147
1197,39.900,0.1816,drowsy,148
1198,39.933,0.1878,drowsy,149
1199,39.967,0.1850,drowsy,150
1200,40.000,0.1871,drowsy,151
1201,40.033,0.1825,drowsy,152
1202,40.067,0.1804,drowsy,153
1203,40.100,0.1815,drowsy,154
1204,40.133,0.1809,drowsy,155
1205,40.167,0.1852,drowsy,156
1206,40.200,0.1808,drowsy,157
1207,40.233,0.1853,drowsy,158
1208,40.267,0.1841,drowsy,159
1209,40.300,0.1854,drowsy,160
1210,40.333,0.1844,drowsy,161
1211,40.367,0.1835,drowsy,162
1212,40.400,0.1830,drowsy,163
1213,40.433,0.1774,drowsy,164
1214,40.467,0.1779,drowsy,165
1215,40.500,0.1712,drowsy,166
1216,40.533,0.1792,drowsy,167
1217,40.567,0.1749,drowsy,168
1218,40.600,0.1787,drowsy,169
1219,40.633,0.1787,drowsy,170
1220,40.667,0.1708,drowsy,171
1221,40.700,0.1717,drowsy,172
1222,40.733,0.1739,drowsy,173
1223,40.767,0.1727,drowsy,174
1224,40.800,0.1750,drowsy,175
1225,40.833,0.1693,drowsy,176
1226,40.867,0.1737,drowsy,177
1227,40.900,0.1663,drowsy,178
1228,40.933,0.1640,drowsy,179
1229,40.967,0.1750,drowsy,180
1230,41.000,0.1665,drowsy,181
1231,41.033,0.2891,awake,0
1232,41.067,0.2852,awake,0
1233,41.100,0.2849,awake,0
1234,41.133,0.2885,awake,0
1235,41.167,0.2880,awake,0
1236,41.200,0.2932,awake,0
1237,41.233,0.2907,awake,0
1238,41.267,0.2875,awake,0
1239,41.300,0.2912,awake,0
1240,41.333,0.2922,awake,0
1241,41.367,0.2890,awake,0
1242,41.400,0.2854,awake,0
1243,41.433,0.2908,awake,0
1244,41.467,0.2934,awake,0
1245,41.500,0.2886,awake,0
1246,41.533,0.2927,awake,0
1247,41.567,0.2891,awake,0
1248,41.600,0.2884,awake,0
1249,41.633,0.2804,awake,0
1250,41.667,0.2800,awake,0
1251,41.700,0.2839,awake,0
1252,41.733,0.2772,awake,0
1253,41.767,0.2812,awake,0
1254,41.800,0.2868,awake,0
1255,41.833,0.2804,awake,0
1256,41.867,0.2850,awake,0
1257,41.900,0.2772,awake,0
1258,41.933,0.2804,awake,0
1259,41.967,0.2862,awake,0
1260,42.000,0.1328,awake,1
1261,42.033,0.1329,awake,2
1262,42.067,0.1384,awake,3
1263,42.100,0.2866,awake,0
1264,42.133,0.2777,awake,0
1265,42.167,0.2863,awake,0
1266,42.200,0.2785,awake,0
1267,42.233,0.2807,awake,0
1268,42.267,0.2807,awake,0
1269,42.300,0.2848,awake,0
1270,42.333,0.2759,awake,0
1271,42.367,0.2822,awake,0
1272,42.400,0.2824,awake,0
1273,42.433,0.2834,awake,0
1274,42.467,0.2793,awake,0
1275,42.500,0.2841,awake,0
1276,42.533,0.2772,awake,0
1277,42.567,0.2846,awake,0
1278,42.600,0.2814,awake,0
1279,42.633,0.2744,awake,0
1280,42.667,0.2816,awake,0
1281,42.700,0.2807,awake,0
1282,42.733,0.2786,awake,0
1283,42.767,0.2771,awake,0
1284,42.800,0.2792,awake,0
1285,42.833,0.2744,awake,0
1286,42.867,0.2870,awake,0
1287,42.900,0.2758,awake,0
1288,42.933,0.2778,awake,0
1289,42.967,0.2851,awake,0
1290,43.000,0.2830,awake,0
1291,43.033,0.2836,awake,0
1292,43.067,0.2870,awake,0
1293,43.100,0.2798,awake,0
1294,43.133,0.2770,awake,0
1295,43.167,0.2847,awake,0
1296,43.200,0.2847,awake,0
1297,43.233,0.2804,awake,0
1298,43.267,0.2769,awake,0
1299,43.300,0.2871,awake,0
1300,43.333,0.2846,awake,0
1301,43.367,0.2771,awake,0
1302,43.400,0.2859,awake,0
1303,43.433,0.2773,awake,0
1304,43.467,0.2814,awake,0
1305,43.500,0.2791,awake,0
1306,43.533,0.2813,awake,0
1307,43.567,0.2808,awake,0
1308,43.600,0.2819,awake,0
1309,43.633,0.2876,awake,0
1310,43.667,0.2862,awake,0
1311,43.700,0.2878,awake,0
1312,43.733,0.2900,awake,0
1313,43.767,0.2845,awake,0
1314,43.800,0.2866,awake,0
1315,43.833,0.2888,awake,0
1316,43.867,0.2938,awake,0
1317,43.900,0.2909,awake,0
1318,43.933,0.2932,awake,0
1319,43.967,0.2921,awake,0
1320,44.000,0.2927,awake,0
1321,44.033,0.2817,awake,0
1322,44.067,0.2927,awake,0
1323,44.100,0.2905,awake,0
1324,44.133,0.2902,awake,0
1325,44.167,0.2883,awake,0
1326,44.200,0.2891,awake,0
1327,44.233,0.2929,awake,0
1328,44.267,0.2950,awake,0
1329,44.300,0.2861,awake,0
1330,44.333,0.2934,awake,0
1331,44.367,0.2907,awake,0
1332,44.400,0.2896,awake,0
1333,44.433,0.2954,awake,0
1334,44.467,0.2930,awake,0
1335,44.500,0.2921,awake,0
1336,44.533,0.2921,awake,0
1337,44.567,0.2968,awake,0
1338,44.600,0.2961,awake,0
1339,44.633,0.2922,awake,0
1340,44.667,0.2937,awake,0
1341,44.700,0.2968,awake,0
1342,44.733,0.2996,awake,0
1343,44.767,0.2942,awake,0
1344,44.800,0.3008,awake,0
1345,44.833,0.2961,awake,0
1346,44.867,0.3107,awake,0
1347,44.900,0.2965,awake,0
1348,44.933,0.2976,awake,0
1349,44.967,0.3020,awake,0
1350,45.000,0.1481,awake,1
1351,45.033,0.1555,awake,2
1352,45.067,0.1598,awake,3
1353,45.100,0.3015,awake,0
1354,45.133,0.3042,awake,0
1355,45.167,0.3019,awake,0
1356,45.200,0.3044,awake,0
1357,45.233,0.3106,awake,0
1358,45.267,0.3089,awake,0
1359,45.300,0.3022,awake,0
1360,45.333,0.3124,awake,0
1361,45.367,0.3113,awake,0
1362,45.400,0.3091,awake,0
1363,45.433,0.3049,awake,0
1364,45.467,0.3082,awake,0
1365,45.500,0.3052,awake,0
1366,45.533,0.3107,awake,0
1367,45.567,0.3080,awake,0
1368,45.600,0.3007,awake,0
1369,45.633,0.3138,awake,0
1370,45.667,0.3112,awake,0
1371,45.700,0.3152,awake,0
1372,45.733,0.3107,awake,0
1373,45.767,0.3124,awake,0
1374,45.800,0.3165,awake,0
1375,45.833,0.3139,awake,0
1376,45.867,0.3139,awake,0
1377,45.900,0.3260,awake,0
1378,45.933,0.3128,awake,0
1379,45.967,0.3145,awake,0
1380,46.000,0.3211,awake,0
1381,46.033,0.3112,awake,0
1382,46.067,0.3106,awake,0
1383,46.100,0.3094,awake,0
1384,46.133,0.3175,awake,0
1385,46.167,0.3182,awake,0
1386,46.200,0.3189,awake,0
1387,46.233,0.3108,awake,0
1388,46.267,0.3205,awake,0
1389,46.300,0.3216,awake,0
1390,46.333,0.3166,awake,0
1391,46.367,0.3174,awake,0
1392,46.400,0.3202,awake,0
1393,46.433,0.3192,awake,0
1394,46.467,0.3205,awake,0
1395,46.500,0.3138,awake,0
1396,46.533,0.3176,awake,0
1397,46.567,0.3136,awake,0
1398,46.600,0.3212,awake,0
1399,46.633,0.3210,awake,0
1400,46.667,0.3186,awake,0
1401,46.700,0.3203,awake,0
1402,46.733,0.3130,awake,0
1403,46.767,0.3228,awake,0
1404,46.800,0.3176,awake,0
1405,46.833,0.3201,awake,0
1406,46.867,0.3241,awake,0
1407,46.900,0.3167,awake,0
1408,46.933,0.3246,awake,0
1409,46.967,0.3204,awake,0
1410,47.000,0.3200,awake,0
1411,47.033,0.3222,awake,0
1412,47.067,0.3150,awake,0
1413,47.100,0.3224,awake,0
1414,47.133,0.3202,awake,0
1415,47.167,0.3241,awake,0
1416,47.200,0.3191,awake,0
1417,47.233,0.3185,awake,0
1418,47.267,0.3214,awake,0
1419,47.300,0.3196,awake,0
1420,47.333,0.3151,awake,0
1421,47.367,0.3189,awake,0
1422,47.400,0.3247,awake,0
1423,47.433,0.3192,awake,0
1424,47.467,0.3159,awake,0
1425,47.500,0.3222,awake,0
1426,47.533,0.3118,awake,0
1427,47.567,0.3106,awake,0
1428,47.600,0.3189,awake,0
1429,47.633,0.3195,awake,0
1430,47.667,0.3195,awake,0
1431,47.700,0.3148,awake,0
1432,47.733,0.3176,awake,0
1433,47.767,0.3124,awake,0
1434,47.800,0.3187,awake,0
1435,47.833,0.3111,awake,0
1436,47.867,0.3168,awake,0
1437,47.900,0.3182,awake,0
1438,47.933,0.3098,awake,0
1439,47.967,0.3145,awake,0
1440,48.000,0.1695,awake,1
1441,48.033,0.1723,awake,2
1442,48.067,0.1598,awake,3
1443,48.100,0.3169,awake,0
1444,48.133,0.3103,awake,0
1445,48.167,0.3095,awake,0
1446,48.200,0.3210,awake,0
1447,48.233,0.3169,awake,0
1448,48.267,0.3107,awake,0
1449,48.300,0.3145,awake,0
1450,48.333,0.3158,awake,0
1451,48.367,0.3136,awake,0
1452,48.400,0.3215,awake,0
1453,48.433,0.3146,awake,0
1454,48.467,0.2998,awake,0
1455,48.500,0.3103,awake,0
1456,48.533,0.3081,awake,0
1457,48.567,0.3098,awake,0
1458,48.600,0.3103,awake,0
1459,48.633,0.3072,awake,0
1460,48.667,0.3051,awake,0
1461,48.700,0.3145,awake,0
1462,48.733,0.3110,awake,0
1463,48.767,0.3055,awake,0
1464,48.800,0.3105,awake,0
1465,48.833,0.3100,awake,0
1466,48.867,0.3119,awake,0
1467,48.900,0.3022,awake,0
1468,48.933,0.3091,awake,0
1469,48.967,0.3031,awake,0
1470,49.000,0.3097,awake,0
1471,49.033,0.3039,awake,0
1472,49.067,0.2951,awake,0
1473,49.100,0.3039,awake,0
1474,49.133,0.2961,awake,0
1475,49.167,0.3019,awake,0
1476,49.200,0.3021,awake,0
1477,49.233,0.3003,awake,0
1478,49.267,0.2955,awake,0
1479,49.300,0.2965,awake,0
1480,49.333,0.2971,awake,0
1481,49.367,0.2990,awake,0
1482,49.400,0.3047,awake,0
1483,49.433,0.3019,awake,0
1484,49.467,0.2967,awake,0
1485,49.500,0.3032,awake,0
1486,49.533,0.2922,awake,0
1487,49.567,0.3000,awake,0
1488,49.600,0.2961,awake,0
1489,49.633,0.2973,awake,0
1490,49.667,0.2984,awake,0
1491,49.700,0.2927,awake,0
1492,49.733,0.2981,awake,0
1493,49.767,0.2945,awake,0
1494,49.800,0.3037,awake,0
1495,49.833,0.2924,awake,0
1496,49.867,0.2982,awake,0
1497,49.900,0.2953,awake,0
1498,49.933,0.2876,awake,0
1499,49.967,0.2973,awake,0
1500,50.000,0.2872,awake,0
1501,50.033,0.2821,awake,0
1502,50.067,0.2940,awake,0
1503,50.100,0.2945,awake,0
1504,50.133,0.2900,awake,0
1505,50.167,0.2883,awake,0
1506,50.200,0.2953,awake,0
1507,50.233,0.2915,awake,0
1508,50.267,0.2856,awake,0
1509,50.300,0.2908,awake,0
1510,50.333,0.2825,awake,0
1511,50.367,0.2849,awake,0
1512,50.400,0.2826,awake,0
1513,50.433,0.2776,awake,0
1514,50.467,0.2814,awake,0
1515,50.500,0.2906,awake,0
1516,50.533,0.2810,awake,0
1517,50.567,0.2829,awake,0
1518,50.600,0.2802,awake,0
1519,50.633,0.2880,awake,0
1520,50.667,0.2842,awake,0
1521,50.700,0.2859,awake,0
1522,50.733,0.2832,awake,0
1523,50.767,0.2787,awake,0
1524,50.800,0.2792,awake,0
1525,50.833,0.2862,awake,0
1526,50.867,0.2824,awake,0
1527,50.900,0.2855,awake,0
1528,50.933,0.2696,awake,0
1529,50.967,0.2864,awake,0
1530,51.000,0.1298,awake,1
1531,51.033,0.1403,awake,2
1532,51.067,0.1294,awake,3
1533,51.100,0.2814,awake,0
1534,51.133,0.2838,awake,0
1535,51.167,0.2775,awake,0
1536,51.200,0.2843,awake,0
1537,51.233,0.2781,awake,0
1538,51.267,0.2857,awake,0
1539,51.300,0.2836,awake,0
1540,51.333,0.2824,awake,0
1541,51.367,0.2774,awake,0
1542,51.400,0.2794,awake,0
1543,51.433,0.2814,awake,0
1544,51.467,0.2720,awake,0
1545,51.500,0.2779,awake,0
1546,51.533,0.2838,awake,0
1547,51.567,0.2749,awake,0
1548,51.600,0.2851,awake,0
1549,51.633,0.2775,awake,0
1550,51.667,0.2813,awake,0
1551,51.700,0.2754,awake,0
1552,51.733,0.2820,awake,0
1553,51.767,0.2820,awake,0
1554,51.800,0.2847,awake,0
1555,51.833,0.2857,awake,0
1556,51.867,0.2853,awake,0
1557,51.900,0.2812,awake,0
1558,51.933,0.2756,awake,0
1559,51.967,0.2859,awake,0
1560,52.000,0.2755,awake,0
1561,52.033,0.2791,awake,0
1562,52.067,0.2840,awake,0
1563,52.100,0.2829,awake,0
1564,52.133,0.2877,awake,0
1565,52.167,0.2815,awake,0
1566,52.200,0.2749,awake,0
1567,52.233,0.2808,awake,0
1568,52.267,0.2828,awake,0
1569,52.300,0.2809,awake,0
1570,52.333,0.2881,awake,0
1571,52.367,0.2817,awake,0
1572,52.400,0.2772,awake,0
1573,52.433,0.2851,awake,0
1574,52.467,0.2789,awake,0
1575,52.500,0.2905,awake,0
1576,52.533,0.2851,awake,0
1577,52.567,0.2787,awake,0
1578,52.600,0.2889,awake,0
1579,52.633,0.2944,awake,0
1580,52.667,0.2772,awake,0
1581,52.700,0.2891,awake,0
1582,52.733,0.2878,awake,0
1583,52.767,0.2869,awake,0
1584,52.800,0.2879,awake,0
1585,52.833,0.2888,awake,0
1586,52.867,0.2845,awake,0
1587,52.900,0.2932,awake,0
1588,52.933,0.2826,awake,0
1589,52.967,0.2962,awake,0
1590,53.000,0.2948,awake,0
1591,53.033,0.2844,awake,0
1592,53.067,0.2895,awake,0
1593,53.100,0.2956,awake,0
1594,53.133,0.2883,awake,0
1595,53.167,0.2901,awake,0
1596,53.200,0.2895,awake,0
1597,53.233,0.2962,awake,0
1598,53.267,0.2896,awake,0
1599,53.300,0.2924,awake,0
1600,53.333,0.2950,awake,0
1601,53.367,0.2925,awake,0
1602,53.400,0.2903,awake,0
1603,53.433,0.2888,awake,0
1604,53.467,0.2885,awake,0
1605,53.500,0.2903,awake,0
1606,53.533,0.2886,awake,0
1607,53.567,0.2931,awake,0
1608,53.600,0.2976,awake,0
1609,53.633,0.2971,awake,0
1610,53.667,0.2941,awake,0
1611,53.700,0.2938,awake,0
1612,53.733,0.2943,awake,0
1613,53.767,0.2932,awake,0
1614,53.800,0.2943,awake,0
1615,53.833,0.3025,awake,0
1616,53.867,0.2945,awake,0
1617,53.900,0.3007,awake,0
1618,53.933,0.2986,awake,0
1619,53.967,0.3113,awake,0
1620,54.000,0.1448,awake,1
1621,54.033,0.1533,awake,2
1622,54.067,0.1516,awake,3
1623,54.100,0.3003,awake,0
1624,54.133,0.3051,awake,0
1625,54.167,0.3049,awake,0
1626,54.200,0.3005,awake,0
1627,54.233,0.3069,awake,0
1628,54.267,0.3072,awake,0
1629,54.300,0.3114,awake,0
1630,54.333,0.3041,awake,0
1631,54.367,0.3129,awake,0
1632,54.400,0.3066,awake,0
1633,54.433,0.3000,awake,0
1634,54.467,0.3104,awake,0
1635,54.500,0.3084,awake,0
1636,54.533,0.3056,awake,0
1637,54.567,0.3133,awake,0
1638,54.600,0.3081,awake,0
1639,54.633,0.3144,awake,0
1640,54.667,0.3104,awake,0
1641,54.700,0.3141,awake,0
1642,54.733,0.3142,awake,0
1643,54.767,0.3138,awake,0
1644,54.800,0.3081,awake,0
1645,54.833,0.3163,awake,0
1646,54.867,0.3131,awake,0
1647,54.900,0.3214,awake,0
1648,54.933,0.3156,awake,0
1649,54.967,0.3170,awake,0
1650,55.000,0.3113,awake,0
1651,55.033,0.3131,awake,0
1652,55.067,0.3154,awake,0
1653,55.100,0.3106,awake,0
1654,55.133,0.3109,awake,0
1655,55.167,0.3154,awake,0
1656,55.200,0.3159,awake,0
1657,55.233,0.3172,awake,0
1658,55.267,0.3212,awake,0
1659,55.300,0.3153,awake,0
1660,55.333,0.3199,awake,0
1661,55.367,0.3168,awake,0
1662,55.400,0.3169,awake,0
1663,55.433,0.3189,awake,0
1664,55.467,0.3098,awake,0
1665,55.500,0.3185,awake,0
1666,55.533,0.3159,awake,0
1667,55.567,0.3149,awake,0
1668,55.600,0.3112,awake,0
1669,55.633,0.3172,awake,0
1670,55.667,0.3116,awake,0
1671,55.700,0.3227,awake,0
1672,55.733,0.3184,awake,0
1673,55.767,0.3127,awake,0
1674,55.800,0.3169,awake,0
1675,55.833,0.3227,awake,0
1676,55.867,0.3174,awake,0
1677,55.900,0.3187,awake,0
1678,55.933,0.3184,awake,0
1679,55.967,0.3194,awake,0
1680,56.000,0.3132,awake,0
1681,56.033,0.3198,awake,0
